customer_id,total_debit_amount_cad,total_credit_amount_cad,debit_count,credit_count,transaction_frequency,avg_transaction_interval_day,mode_transaction_interval_day,mode_transaction_type,date_range,max_credit_transaction_amount,avg_credit_transaction_amount,max_debit_transaction_amount,avg_debit_transaction_amount,ecommerce_ratio,cash_ratio
SYNCID0000007175,327648.36,215230.31,56,48,104,1.9361702127659575,0,2,91,39493.17,6826.0075,103870.68,3843.398392857143,0.0,0.0
SYNCID0000007176,12457.310000000001,68076.94,20,8,28,3.9565217391304346,4,3,91,5369.84,1557.1637500000002,41465.07,3403.847,0.3333333333333333,1.0
SYNCID0000007177,8495.82,1381.44,2,1,3,22.5,-1,4,45,8495.82,8495.82,846.53,690.72,0.0,0.0
SYNCID0000007179,152988.87999999998,118305.26,94,62,156,1.318840579710145,0,3,91,104845.92,2467.562580645161,26221.83,1258.5665957446809,0.14,0.0
SYNCID0000007180,65102.89,56428.25,27,19,46,2.757575757575758,0,3,91,21662.1,3426.467894736842,21055.19,2089.935185185185,0.0,0.0
SYNCID0000007181,24918.33,28244.09,107,9,116,1.3636363636363635,0,1,90,17470.12,2768.7033333333334,5236.38,263.9634579439252,0.08653846153846154,0.0
SYNCID0000007182,39942.62,53291.34,82,6,88,1.6981132075471699,0,1,90,17156.83,6657.1033333333335,20556.51,649.8943902439024,0.07352941176470588,0.0
SYNCID0000007183,308.33,430.61,1,2,3,71.0,-1,3,71,257.76,154.165,430.61,430.61,0.0,0.0
SYNCID0000007184,272.30999999999995,10575.01,42,3,45,2.6470588235294117,1,1,90,433.28,90.76999999999998,3829.78,251.78595238095238,0.06976744186046512,0.5
SYNCID0000007185,133343.67,642579.6,101,132,233,1.2297297297297298,0,4,91,17133.25,1010.1793181818183,445581.87,6362.174257425742,0.0,0.0
SYNCID0000007186,111929.36,174285.4,292,54,346,1.0224719101123596,0,1,91,26157.75,2072.765925925926,7922.81,596.8678082191781,0.42483660130718953,0.8455284552845529
SYNCID0000007187,18907.850000000002,18080.87,20,2,22,4.631578947368421,1,0,88,18888.9,9453.925000000001,4176.7,904.0435,0.25,0.7857142857142857
SYNCID0000007188,116198.73,24572.45,24,54,78,1.9782608695652173,0,3,91,23168.02,2151.8283333333334,5100.7,1023.8520833333333,0.0,0.0
SYNCID0000007190,37787.09,45915.83,130,31,161,1.2816901408450705,0,1,91,6945.82,1218.938387096774,9054.6,353.19869230769234,0.4166666666666667,0.3333333333333333
SYNCID0000007191,13228.880000000001,42237.56,4,9,13,7.6,13,3,76,7836.99,1469.8755555555556,42096.59,10559.39,0.0,0.0
SYNCID0000007193,7346.780000000001,35362.08,18,13,31,3.0,1,2,78,1475.42,565.1369230769232,7581.25,1964.5600000000002,0.0,0.0
SYNCID0000007194,26000.97,127890.63,259,16,275,1.0459770114942528,0,1,91,8279.13,1625.060625,21541.02,493.78621621621625,0.1274131274131274,0.0
SYNCID0000007195,33173.94,111403.2,436,14,450,1.0,0,1,91,14481.35,2369.567142857143,7106.18,255.51192660550458,0.08,0.0
SYNCID0000007196,757907.8200000001,757446.39,581,137,718,1.011111111111111,0,1,91,502925.29,5532.173868613139,171476.5,1303.6943029259896,0.28045977011494255,0.0
SYNCID0000007197,573905.34,5388549.9,241,44,285,1.1375,0,1,91,234492.94,13043.30318181818,2718263.84,22359.128215767636,0.2962962962962963,0.0
SYNCID0000007198,219472.24,106338.35,23,27,50,2.727272727272727,0,3,90,160893.0,8128.601481481481,69784.53,4623.406521739131,0.16666666666666666,0.75
SYNCID0000007199,116173.87,438275.0,140,31,171,1.6545454545454545,0,2,91,23943.63,3747.544193548387,77218.66,3130.535714285714,0.0,0.0
SYNCID0000007200,31604.4,38854.08,3,7,10,11.375,-1,3,91,15785.34,4514.914285714286,30165.33,12951.36,0.0,0.0
SYNCID0000007201,24637.5,82168.85,302,14,316,1.058139534883721,0,1,91,8756.07,1759.8214285714287,14255.37,272.08228476821193,0.292358803986711,0.0
SYNCID0000007202,271.71000000000004,4259.91,5,2,7,12.833333333333334,-1,2,77,229.58,135.85500000000002,2470.49,851.982,0.0,0.0
SYNCID0000007203,154743.29,56042.63,29,30,59,2.225,1,3,89,64218.58,5158.109666666667,21127.68,1932.5044827586205,0.0,0.0
SYNCID0000007204,3866.43,45892.67,26,6,32,3.36,0,2,84,3118.17,644.405,24428.17,1765.1026923076922,0.0,1.0
SYNCID0000007205,489268.09,299184.06,57,39,96,2.1666666666666665,0,3,91,270080.69,12545.335641025642,89417.32,5248.843157894737,0.0,0.0
SYNCID0000007206,2308.31,3171.1400000000003,8,3,11,7.1,1,3,71,1332.78,769.4366666666666,1893.99,396.39250000000004,0.0,0.0
SYNCID0000007207,42223.17999999999,10808.13,16,7,23,4.7368421052631575,2,1,90,26961.76,6031.882857142856,4447.69,675.508125,0.0,0.0
SYNCID0000007208,9836.86,5819.63,2,1,3,13.5,-1,3,27,9836.86,9836.86,4461.75,2909.815,0.0,0.0
SYNCID0000007209,22491.8,83950.18,28,10,38,3.2142857142857144,0,2,90,10704.02,2249.18,38623.06,2998.220714285714,0.0,0.0
SYNCID0000007210,248844.45,2101551.36,172,172,344,1.2465753424657535,0,3,91,28375.76,1446.770058139535,488862.21,12218.321860465116,0.18,0.0
SYNCID0000007211,1810.01,2231.2799999999997,2,4,6,17.4,4,4,87,932.03,452.5025,1371.07,1115.6399999999999,0.0,0.0
SYNCID0000007212,43167.99,228211.95,287,42,329,1.0224719101123596,0,1,91,8230.65,1027.8092857142856,25618.52,795.1635888501743,0.30864197530864196,0.0
SYNCID0000007213,45691.78,197402.1,47,20,67,2.275,0,3,91,18780.34,2284.589,98022.51,4200.044680851064,0.25,0.0
SYNCID0000007214,1453642.04,2311938.29,389,223,612,1.338235294117647,0,2,91,168538.14,6518.574170403587,673613.92,5943.286092544988,0.0,0.0
SYNCID0000007215,4397.0199999999995,368.98,2,5,7,13.333333333333334,-1,3,80,2132.31,879.4039999999999,292.14,184.49,0.0,0.0
SYNCID0000007216,374143.36000000004,48326.159999999996,34,11,45,2.8125,0,2,90,348189.39,34013.03272727273,15609.8,1421.3576470588234,0.0,0.0
SYNCID0000007217,46615.57,49600.770000000004,61,7,68,2.022222222222222,1,1,91,20788.46,6659.367142857142,6947.43,813.1273770491804,0.6,0.0
SYNCID0000007218,871.88,31062.81,10,2,12,10.0,0,1,80,534.88,435.94,28879.43,3106.281,0.2857142857142857,0.0
SYNCID0000007219,85299.75,113511.81999999999,99,26,125,1.4,0,1,91,28613.75,3280.7596153846152,34788.04,1146.5840404040403,0.3064516129032258,0.0
SYNCID0000007220,1773.48,14035.57,11,2,13,5.6,0,3,56,1426.0,886.74,3236.48,1275.9609090909091,0.0,1.0
SYNCID0000007221,7103.929999999999,15650.05,10,8,18,5.235294117647059,1,2,89,3042.89,887.9912499999999,11508.47,1565.0049999999999,0.0,0.0
SYNCID0000007222,4243.2699999999995,71453.6,51,5,56,2.116279069767442,1,1,91,3212.06,848.6539999999999,59050.13,1401.050980392157,0.4358974358974359,0.0
SYNCID0000007223,11004.009999999998,20282.57,8,5,13,7.363636363636363,1,2,81,5679.44,2200.8019999999997,8579.04,2535.32125,0.0,0.0
SYNCID0000007224,39392.08,1303.31,7,2,9,12.857142857142858,2,3,90,39135.23,19696.04,1009.68,186.18714285714285,0.0,0.0
SYNCID0000007225,83268.41,172621.32,43,16,59,2.5588235294117645,0,3,87,68257.63,5204.275625,41427.67,4014.4493023255814,0.0,0.0
SYNCID0000007226,119283.62,92619.4,50,41,91,1.6415094339622642,0,3,87,35719.41,2909.3565853658533,25196.93,1852.388,0.0,0.5
SYNCID0000007228,46134.85,210779.1,31,24,55,2.59375,0,3,83,11163.81,1922.2854166666666,56374.67,6799.325806451613,0.0,0.0
SYNCID0000007229,85699.97,50938.57,13,10,23,4.2631578947368425,1,3,81,34988.17,8569.997,17557.06,3918.3515384615384,0.0,0.0
SYNCID0000007230,4147639.5,576897.5599999999,84,110,194,1.378787878787879,0,2,91,2963071.23,37705.81363636364,286378.37,6867.828095238095,0.14285714285714285,0.0
SYNCID0000007232,4134.8,11402.59,7,5,12,7.9,4,2,79,2795.23,826.96,8255.54,1628.9414285714286,0.0,0.0
SYNCID0000007233,105284.63,93757.61,234,63,297,1.1097560975609757,0,1,91,14758.23,1671.1846031746034,9873.18,400.673547008547,0.14215686274509803,0.0
SYNCID0000007235,6898.25,13212.02,25,10,35,2.9310344827586206,3,1,85,1663.16,689.825,6901.28,528.4808,0.13636363636363635,0.0
SYNCID0000007236,18250.87,9730.06,9,8,17,6.461538461538462,0,3,84,8621.94,2281.35875,2905.74,1081.1177777777777,0.0,0.0
SYNCID0000007237,191791.17,7127.13,14,60,74,2.2195121951219514,0,3,91,35604.66,3196.5195000000003,5280.84,509.0807142857143,0.1111111111111111,0.0
SYNCID0000007238,22431.13,11532.65,3,1,4,18.333333333333332,-1,3,55,22431.13,22431.13,11281.35,3844.2166666666667,0.0,0.0
SYNCID0000007239,2610162.51,1079716.69,12,25,37,2.9310344827586206,1,3,85,2089399.51,104406.50039999999,707800.39,89976.39083333332,0.0,0.0
SYNCID0000007241,1877.02,1504.81,4,3,7,12.6,-1,2,63,817.47,625.6733333333333,1066.15,376.2025,0.0,0.0
SYNCID0000007243,267740.49,428188.17,448,96,544,1.0340909090909092,0,1,91,34875.03,2788.9634375,165331.75,955.7771651785714,0.47575757575757577,0.825
SYNCID0000007244,20986.98,43460.5,22,48,70,2.051282051282051,0,4,80,3139.98,437.22875,10479.17,1975.4772727272727,0.0,0.0
SYNCID0000007245,100624.18,267910.81000000006,209,36,245,1.123456790123457,0,1,91,22412.38,2795.116111111111,163636.51,1281.8699043062204,0.3125,1.0
SYNCID0000007246,2058.89,4686.43,4,6,10,10.875,-1,3,87,1482.33,343.1483333333333,3248.11,1171.6075,0.0,0.0
SYNCID0000007247,1118241.31,599362.64,375,124,499,1.0833333333333333,0,3,91,329935.03,9018.075080645162,51957.39,1598.3003733333335,0.21171171171171171,0.0
SYNCID0000007250,37378.42,52169.07,29,33,62,2.275,0,4,91,12975.8,1132.6793939393938,19406.11,1798.933448275862,0.0,1.0
SYNCID0000007251,18980.56,10883.18,11,3,14,6.461538461538462,8,3,84,18611.27,6326.8533333333335,5637.01,989.38,0.0,0.0
SYNCID0000007252,3465.87,59011.35,41,5,46,2.5277777777777777,1,1,91,1873.42,693.174,54621.86,1439.301219512195,0.17142857142857143,0.0
SYNCID0000007253,9524.84,45099.94,38,5,43,2.6470588235294117,1,3,90,5696.75,1904.968,20662.65,1186.8405263157895,0.0,0.0
SYNCID0000007254,17560.460000000003,10917.75,8,30,38,2.423076923076923,0,4,63,9073.04,585.3486666666668,3819.75,1364.71875,1.0,0.0
SYNCID0000007255,3764.16,29738.86,70,3,73,1.8571428571428572,1,1,91,2133.55,1254.72,11074.56,424.84085714285715,0.3230769230769231,0.0
SYNCID0000007256,140797.12,27470.17,93,4,97,1.4918032786885247,1,1,91,139319.84,35199.28,7350.07,295.37817204301075,0.27835051546391754,0.0
SYNCID0000007257,38220.93,35619.1,52,9,61,2.142857142857143,1,1,90,21248.68,4246.77,9803.73,684.9826923076923,0.03125,0.0
SYNCID0000007258,705.07,57150.350000000006,2,2,4,16.0,-1,3,48,705.0,352.535,56915.94,28575.175000000003,0.0,0.0
SYNCID0000007260,1081.1,3252.4700000000003,2,1,3,37.0,-1,2,74,1081.1,1081.1,2481.27,1626.2350000000001,0.0,0.0
SYNCID0000007261,6392.47,21561.46,88,3,91,1.5689655172413792,1,1,91,5533.54,2130.8233333333333,4941.57,245.0165909090909,0.25274725274725274,0.0
SYNCID0000007263,88986.27,26474.91,32,19,51,2.2195121951219514,1,0,91,29321.1,4683.4878947368425,11563.35,827.3409375,1.0,0.7906976744186046
SYNCID0000007264,317883.27999999997,70277.8,31,7,38,2.774193548387097,1,0,86,289626.42,45411.89714285714,48718.81,2267.025806451613,0.0,0.9047619047619048
SYNCID0000007266,95914.33,129753.99,40,26,66,2.275,0,3,91,65557.81,3689.0126923076923,42647.53,3243.8497500000003,0.0,0.0
SYNCID0000007268,116997.79000000001,112135.59,181,51,232,1.123456790123457,0,1,91,12195.93,2294.0743137254904,42823.59,619.5336464088398,0.2926829268292683,0.0
SYNCID0000007270,170619.65,168473.35,193,37,230,1.1666666666666667,0,1,91,74680.47,4611.3418918918915,20302.25,872.9189119170985,0.09090909090909091,0.0
SYNCID0000007271,242564.56,185587.66,46,110,156,1.5423728813559323,0,3,91,96820.42,2205.1323636363636,55228.88,4034.514347826087,0.0,0.0
SYNCID0000007272,7549.21,4612.82,10,1,11,4.666666666666667,5,3,42,7549.21,7549.21,1399.64,461.282,0.0,0.0
SYNCID0000007273,9107.28,69750.8,224,8,232,1.0705882352941176,0,1,91,5216.85,1138.41,6954.88,311.3875,0.24444444444444444,0.0
SYNCID0000007274,98057.62,1995.36,4,5,9,12.142857142857142,1,2,85,93861.54,19611.523999999998,981.36,498.84,0.0,0.0
SYNCID0000007275,15738.08,18976.16,66,14,80,1.6981132075471699,1,1,90,8405.14,1124.1485714285714,2490.94,287.51757575757574,0.0,0.0
SYNCID0000007276,103468.29000000001,131967.44,19,25,44,3.1481481481481484,0,2,85,51276.08,4138.7316,55347.26,6945.654736842105,0.0,0.0
SYNCID0000007277,18474.69,20019.5,47,15,62,2.0,1,1,90,10425.24,1231.646,7487.53,425.9468085106383,0.05,0.0
SYNCID0000007278,327.0,3440.84,39,2,41,2.5454545454545454,1,1,84,218.14,163.5,535.69,88.22666666666667,0.2564102564102564,1.0
SYNCID0000007279,2484.19,18336.41,8,3,11,8.6,-1,2,86,1528.77,828.0633333333334,8444.66,2292.05125,0.0,0.0
SYNCID0000007280,38855.090000000004,213599.62,383,25,408,1.011111111111111,0,1,91,13883.96,1554.2036,51157.53,557.7013577023498,0.3333333333333333,1.0
SYNCID0000007281,43628.03,46246.62,26,13,39,3.033333333333333,1,4,91,39216.06,3356.0023076923076,10702.47,1778.716153846154,0.0,0.0
SYNCID0000007282,167674.49,242961.02,133,70,203,1.338235294117647,0,2,91,23237.54,2395.349857142857,32020.04,1826.7745864661654,0.0,0.0
SYNCID0000007283,38.89,3302.97,3,2,5,17.5,-1,3,70,28.25,19.445,1786.87,1100.99,0.0,0.0
SYNCID0000007284,190038.66,139052.12,146,26,172,1.2638888888888888,0,1,91,61997.52,7309.179230769231,37019.91,952.4117808219178,0.22131147540983606,0.0
SYNCID0000007285,5512.639999999999,4272.24,22,5,27,4.5,0,1,90,4620.13,1102.5279999999998,995.59,194.19272727272727,0.09523809523809523,0.0
SYNCID0000007286,35486.1,54348.22,135,5,140,1.2816901408450705,0,1,91,33898.08,7097.219999999999,23891.31,402.5794074074074,0.23809523809523808,1.0
SYNCID0000007287,552.32,102039.65,6,1,7,9.833333333333334,-1,3,59,552.32,552.32,73036.42,17006.608333333334,0.0,0.0
SYNCID0000007288,1573.04,6076.150000000001,37,3,40,2.5757575757575757,1,1,85,2017.73,524.3466666666667,1665.92,164.22027027027028,0.125,0.0
SYNCID0000007289,603428.76,108806.37,15,131,146,1.6545454545454545,0,3,91,110220.8,4606.326412213741,56778.6,7253.758,0.0,0.0
SYNCID0000007290,685.29,4.76,1,1,2,63.0,-1,4,63,685.29,685.29,4.76,4.76,0.0,0.0
SYNCID0000007291,481000.3,2119507.5,129,113,242,1.4918032786885247,0,2,91,114369.08,4256.63982300885,1684074.69,16430.29069767442,0.3333333333333333,0.0
SYNCID0000007292,35475.920000000006,21256.46,10,5,15,6.6923076923076925,4,3,87,23800.38,7095.184000000001,6802.06,2125.6459999999997,0.0,0.0
SYNCID0000007293,548561.1,21276.71,11,9,20,5.733333333333333,0,3,86,481225.98,60951.23333333333,9936.39,1934.2463636363636,0.0,0.0
SYNCID0000007294,200900.79,204100.0,66,130,196,1.338235294117647,0,4,91,20315.46,1545.3906923076925,72504.24,3092.4242424242425,0.0,0.0
SYNCID0000007295,643484.86,163086.41,15,6,21,5.352941176470588,1,3,91,627846.12,107247.47666666667,91716.62,10872.427333333333,0.0,0.0
SYNCID0000007296,997.62,16909.39,31,5,36,3.1379310344827585,1,1,91,325.43,199.524,3920.54,545.4641935483871,0.0,0.0
SYNCID0000007297,19660.559999999998,9252.22,50,5,55,2.1707317073170733,1,1,89,13230.21,3932.1119999999996,1370.84,185.0444,0.33962264150943394,0.0
SYNCID0000007298,15753.94,116030.81000000001,8,6,14,7.583333333333333,7,3,91,7750.35,2625.6566666666668,111440.69,14503.851250000002,0.0,0.0
SYNCID0000007299,929996.43,391157.96,175,234,409,1.1818181818181819,0,3,91,64762.65,3974.343717948718,60273.54,2235.188342857143,0.0,0.0
SYNCID0000007301,19556.600000000002,53253.6,90,9,99,1.6,0,1,88,7278.31,2172.9555555555557,10806.69,591.7066666666667,0.3253012048192771,1.0
SYNCID0000007302,68880.95,24416.33,6,22,28,3.590909090909091,1,2,79,23509.27,3130.9522727272724,16233.17,4069.388333333334,0.0,0.0
SYNCID0000007303,17815.85,7167.4800000000005,5,7,12,8.4,2,3,84,4284.37,2545.121428571428,4529.67,1433.496,0.0,0.0
SYNCID0000007304,552.96,8621.699999999999,3,1,4,11.666666666666666,-1,3,35,552.96,552.96,5874.23,2873.8999999999996,0.0,0.0
SYNCID0000007305,43407.25,67335.27,21,16,37,3.103448275862069,1,0,90,28144.2,2712.953125,34334.13,3206.441428571429,0.0,0.5
SYNCID0000007306,40654.990000000005,91635.11,134,16,150,1.2638888888888888,0,1,91,37546.76,2540.9368750000003,39801.2,683.844104477612,0.21929824561403508,1.0
SYNCID0000007307,15055.92,9504.38,6,11,17,5.866666666666666,1,3,88,7253.21,1368.72,8207.26,1584.0633333333333,0.0,0.0
SYNCID0000007308,2386.8100000000004,7603.77,4,8,12,7.3,3,3,73,1056.13,298.35125000000005,7431.37,1900.9425,0.0,0.0
SYNCID0000007309,4497.3099999999995,74.39,2,7,9,12.571428571428571,-1,3,88,2139.0,642.472857142857,53.34,37.195,0.0,0.0
SYNCID0000007310,1224.58,19687.67,25,1,26,4.333333333333333,1,4,91,1224.58,1224.58,3099.93,787.5067999999999,0.125,0.0
SYNCID0000007313,18271.1,15152.89,13,17,30,4.285714285714286,0,1,90,3204.01,1074.770588235294,5839.59,1165.606923076923,0.0,0.0
SYNCID0000007315,33185.68,11698.869999999999,75,4,79,1.7647058823529411,1,1,90,23696.96,8296.42,1544.11,155.98493333333332,0.2564102564102564,0.0
SYNCID0000007316,27142.760000000002,87120.29000000001,53,29,82,1.78,0,4,89,5227.51,935.9572413793104,30142.56,1643.7790566037738,0.0,0.0
SYNCID0000007317,109344.28,416579.83999999997,68,61,129,1.5964912280701755,0,3,91,16845.65,1792.5291803278687,161601.21,6126.174117647059,0.0,0.0
SYNCID0000007318,9816.93,58362.020000000004,16,7,23,4.095238095238095,1,3,86,3089.95,1402.4185714285716,31545.38,3647.6262500000003,0.3333333333333333,0.0
SYNCID0000007319,163665.43,306081.0,83,127,210,1.467741935483871,0,2,91,30343.94,1288.7041732283465,41012.77,3687.722891566265,0.0,0.0
SYNCID0000007320,55354.6,71741.23999999999,17,14,31,4.0,0,2,84,25438.53,3953.9,35549.1,4220.07294117647,0.0,0.0
SYNCID0000007321,232013.32,199441.72,79,149,228,1.3,0,3,91,21365.28,1557.1363758389261,73568.77,2524.578734177215,0.3333333333333333,0.0
SYNCID0000007322,28594.76,35137.56,43,33,76,1.9782608695652173,0,4,91,5282.4,866.5078787878788,4138.63,817.1525581395348,0.0,0.0
SYNCID0000007323,455332.67,408974.58,141,137,278,1.4444444444444444,0,3,91,147411.95,3323.596131386861,47323.75,2900.528936170213,0.0,0.0
SYNCID0000007325,1308.92,8.25,1,3,4,14.0,-1,2,42,1093.76,436.3066666666667,8.25,8.25,0.0,0.0
SYNCID0000007326,3916.79,2822.5499999999997,8,4,12,7.8,2,2,78,2813.67,979.1975,931.18,352.81874999999997,0.0,0.0
SYNCID0000007327,117759.05,348156.69,159,77,236,1.2638888888888888,0,3,91,32173.82,1529.3383116883117,146113.71,2189.664716981132,0.2857142857142857,0.0
SYNCID0000007328,6395.7,9695.18,34,8,42,2.210526315789474,1,1,84,2623.23,799.4625,3105.41,285.1523529411765,0.09523809523809523,1.0
SYNCID0000007329,118865.15000000001,47594.14,25,6,31,3.5217391304347827,0,3,81,98613.91,19810.858333333334,18689.83,1903.7656,0.0,0.0
SYNCID0000007330,469742.48,126990.47,39,13,52,2.142857142857143,1,1,90,447633.85,36134.03692307692,66621.95,3256.1658974358975,0.375,0.0
SYNCID0000007331,4979.61,43814.47,143,7,150,1.2465753424657535,0,1,91,2682.39,711.3728571428571,4691.87,306.3948951048951,0.21374045801526717,1.0
SYNCID0000007334,35286.4,131704.06,62,11,73,1.6181818181818182,1,4,89,19922.33,3207.8545454545456,32256.06,2124.2590322580645,0.0,0.0
SYNCID0000007336,10914.630000000001,40113.28,29,12,41,3.033333333333333,1,4,91,2270.58,909.5525000000001,20649.12,1383.2165517241378,0.36363636363636365,1.0
SYNCID0000007337,7833.8,63622.54,38,22,60,2.075,1,2,83,2217.65,356.08181818181816,11839.12,1674.2773684210526,0.0,0.0
SYNCID0000007338,25496.84,41410.130000000005,52,15,67,1.9565217391304348,1,1,90,9778.37,1699.7893333333334,11603.28,796.348653846154,0.5,0.0
SYNCID0000007339,103832.5,135170.77,28,15,43,2.78125,1,2,89,44678.15,6922.166666666667,46458.19,4827.527499999999,0.0,0.0
SYNCID0000007340,70465.12,59143.64,42,9,51,2.4594594594594597,1,1,91,22747.32,7829.457777777778,19359.88,1408.1819047619047,0.2857142857142857,0.0
SYNCID0000007342,943843.34,269384.83,115,170,285,1.467741935483871,0,2,91,124910.91,5552.0196470588235,42824.3,2342.476782608696,0.0,0.0
SYNCID0000007343,140671.73,40784.66,44,37,81,1.8571428571428572,0,3,91,48806.87,3801.9386486486487,13980.07,926.924090909091,0.6363636363636364,0.0
SYNCID0000007344,51.77,8077.54,2,1,3,21.0,-1,2,42,51.77,51.77,7309.38,4038.77,0.0,0.0
SYNCID0000007345,43743.39,42828.6,106,14,120,1.318840579710145,1,1,91,35862.07,3124.527857142857,9730.35,404.0433962264151,0.16666666666666666,0.0
SYNCID0000007346,41404.16,121209.61,49,35,84,1.6851851851851851,1,4,91,6770.03,1182.976,26284.73,2473.665510204082,0.4375,0.0
SYNCID0000007347,26618.47,82911.97,109,10,119,1.328358208955224,1,1,89,16077.79,2661.847,33071.74,760.6602752293578,0.2,1.0
SYNCID0000007348,27160.35,48795.31,32,58,90,1.8958333333333333,0,4,91,4191.65,468.2818965517241,16035.04,1524.8534375,0.0,0.0
SYNCID0000007349,31795.61,5693795.29,17,7,24,4.5,1,2,90,21623.87,4542.2300000000005,3114414.33,334929.13470588234,0.0,0.0
SYNCID0000007350,4709.86,5334.46,2,2,4,19.0,-1,3,57,4547.12,2354.93,3236.86,2667.23,0.0,0.0
SYNCID0000007351,11950.64,34048.15,2,5,7,11.6,-1,3,58,10780.47,2390.1279999999997,34026.0,17024.075,0.0,0.0
SYNCID0000007352,26639.82,42016.41,20,10,30,3.3333333333333335,2,3,80,14226.0,2663.982,12923.37,2100.8205000000003,0.18181818181818182,0.0
SYNCID0000007353,31876.06,110563.16,301,16,317,1.0705882352941176,0,1,91,10955.17,1992.25375,11554.8,367.3194684385382,0.11784511784511785,0.0
SYNCID0000007354,1021.4100000000001,1174.8200000000002,3,3,6,15.6,-1,2,78,795.98,340.47,648.32,391.60666666666674,0.0,0.0
SYNCID0000007355,46335.22,31648.47,34,11,45,2.1794871794871793,1,1,85,31193.64,4212.2927272727275,15357.39,930.8373529411765,0.21428571428571427,0.0
SYNCID0000007356,147794.02,57604.64,11,18,29,4.333333333333333,1,3,91,108074.94,8210.778888888888,26381.78,5236.785454545455,0.0,0.0
SYNCID0000007357,2619.12,13856.3,62,2,64,1.9361702127659575,1,1,91,1829.3,1309.56,2923.18,223.48870967741934,0.2222222222222222,1.0
SYNCID0000007358,23992.989999999998,11995.81,19,4,23,4.722222222222222,0,1,85,14365.81,5998.2474999999995,4377.57,631.3584210526316,1.0,0.0
SYNCID0000007359,50294.33,58223.86,10,11,21,4.666666666666667,2,2,84,16896.56,4572.211818181819,27229.44,5822.386,0.0,0.0
SYNCID0000007360,-20305.75,14513.97,22,5,27,3.9565217391304346,1,1,91,3466.53,-4061.15,5238.28,659.7259090909091,0.3076923076923077,0.0
SYNCID0000007361,609.8,23898.22,31,1,32,3.3703703703703702,2,1,91,609.8,609.8,15638.48,770.9103225806452,0.15625,0.0
SYNCID0000007362,17038.629999999997,163673.36,87,30,117,1.40625,0,1,90,24852.92,567.9543333333332,107463.76,1881.302988505747,0.34177215189873417,1.0
SYNCID0000007364,73498.36,240580.41999999998,75,29,104,1.625,0,3,91,16466.91,2534.426206896552,65300.71,3207.738933333333,0.4,0.0
SYNCID0000007365,68701.49,52586.7,54,15,69,2.3333333333333335,0,1,91,57756.98,4580.099333333334,19884.14,973.8277777777777,0.20588235294117646,0.3333333333333333
SYNCID0000007366,517444.39999999997,61033.36,24,3,27,3.409090909090909,1,1,75,459576.42,172481.46666666665,49751.12,2543.056666666667,0.0625,0.0
SYNCID0000007367,322763.74,95322.92,103,26,129,1.467741935483871,0,1,91,213022.9,12413.99,25456.33,925.4652427184466,0.13157894736842105,0.0
SYNCID0000007368,8936.84,1186.75,1,5,6,12.2,-1,3,61,7208.21,1787.368,1186.75,1186.75,0.0,0.0
SYNCID0000007371,2326201.82,14983566.55,90,44,134,1.4444444444444444,0,4,91,926594.59,52868.223181818175,1490771.23,166484.0727777778,0.0,0.0
SYNCID0000007372,22533.56,41973.89,60,28,88,1.7169811320754718,0,2,91,4828.17,804.7700000000001,11804.39,699.5648333333334,0.17647058823529413,0.0
SYNCID0000007374,1017331.8899999999,486481.63999999996,6,12,18,5.5,2,5,88,518742.24,84777.65749999999,324676.04,81080.27333333333,0.0,0.0
SYNCID0000007376,104216.21,111336.33,129,41,170,1.2465753424657535,0,4,91,31426.38,2541.8587804878052,8325.92,863.0723255813954,0.17777777777777778,0.0
SYNCID0000007377,228474.78999999998,104852.77,157,14,171,1.2133333333333334,0,1,91,213442.49,16319.627857142856,57240.48,667.8520382165606,0.39705882352941174,0.0
SYNCID0000007379,2050.6,5264.360000000001,4,3,7,10.166666666666666,-1,3,61,1895.8,683.5333333333333,3049.03,1316.0900000000001,0.0,0.0
SYNCID0000007380,96413.65000000001,35530.66,96,15,111,1.3582089552238805,1,1,91,80124.75,6427.576666666667,6711.91,370.1110416666667,0.34444444444444444,0.75
SYNCID0000007381,54182.36,59.39,1,2,3,12.0,-1,2,24,52199.03,27091.18,59.39,59.39,0.0,0.0
SYNCID0000007382,2435.67,19583.42,4,11,15,6.363636363636363,0,3,70,1344.37,221.42454545454547,17563.23,4895.855,0.0,0.0
SYNCID0000007383,1235.05,63036.74999999999,13,5,18,6.071428571428571,0,3,85,859.2,247.01,23062.03,4848.980769230769,0.0,1.0
SYNCID0000007385,87226.73999999999,68217.87,17,15,32,4.0,0,3,88,28924.19,5815.115999999999,23101.32,4012.815882352941,0.0,0.0
SYNCID0000007386,2692050.61,130104.59,402,14,416,1.0224719101123596,0,1,91,2652124.71,192289.32928571428,24848.26,323.64325870646763,0.2372448979591837,0.0
SYNCID0000007387,2865.72,1594.3400000000001,13,1,14,7.583333333333333,8,1,91,2865.72,2865.72,532.51,122.64153846153847,0.15384615384615385,0.0
SYNCID0000007389,-180.08,36533.69,74,1,75,1.6851851851851851,1,1,91,-180.08,-180.08,5466.39,493.69851351351355,0.4264705882352941,0.0
SYNCID0000007390,23848.74,81700.44,286,8,294,1.123456790123457,0,1,91,13584.5,2981.0925,5439.48,285.66587412587415,0.08532423208191127,0.0
